,YEAR,HR,DT,MN,DPT,WBT,DBT,RH
35261,2023,0,6,1,18.940322580645162,19.84516129032258,18.1376,84.0
35262,2023,0,7,1,18.913709677419355,19.81935483870968,23.34658,88.0
35263,2023,0,8,1,18.887096774193548,19.793548387096774,19.64346,74.0
35264,2023,0,9,1,18.860483870967744,19.767741935483873,20.6985,69.0
35265,2023,0,10,1,18.833870967741937,19.741935483870968,16.61453,73.0
35266,2023,0,11,1,18.80725806451613,19.716129032258063,22.63406,86.0
35267,2023,0,12,1,18.780645161290323,19.690322580645162,18.69265,86.0
35268,2023,0,13,1,18.754032258064516,19.664516129032258,19.92654,86.0
35269,2023,0,14,1,18.727419354838712,19.638709677419357,17.44998,84.0
35270,2023,0,15,1,18.700806451612905,19.612903225806452,22.1746,77.0
35271,2023,0,16,1,18.674193548387098,19.587096774193547,19.16482,69.0
35272,2023,0,17,1,18.64758064516129,19.561290322580646,24.5118,52.0
35273,2023,0,18,1,18.620967741935484,19.53548387096774,26.67,62.0
35274,2023,0,19,1,18.59435483870968,19.509677419354837,24.6329,55.0
35275,2023,0,20,1,18.567741935483873,19.483870967741936,27.0958,74.0
35276,2023,0,21,1,18.541129032258066,19.45806451612903,26.94204,74.0
35277,2023,0,22,1,18.51451612903226,19.43225806451613,30.60415,74.0
35278,2023,0,23,1,18.487903225806452,19.406451612903226,25.7682,74.0
35279,2023,0,24,1,18.461290322580645,19.38064516129032,29.70962,74.0
35280,2023,0,25,1,18.43467741935484,19.35483870967742,25.7756,74.0
35281,2023,0,26,1,18.408064516129034,19.329032258064515,28.14474,74.0
35282,2023,0,27,1,18.381451612903227,19.303225806451614,25.16036,74.0
35283,2023,0,28,1,18.35483870967742,19.27741935483871,27.65646,74.0
35284,2023,0,29,1,18.328225806451613,19.251612903225805,23.07302,74.0
35285,2023,0,30,1,18.30161290322581,19.225806451612904,21.98513,74.0
35286,2023,0,31,1,18.275000000000002,19.2,24.50857,74.0
35287,2023,12,1,1,18.248387096774195,19.174193548387098,22.42068,74.0
35288,2023,12,2,1,18.221774193548388,19.148387096774194,22.88333,74.0
35289,2023,12,3,1,18.19516129032258,19.12258064516129,20.0298,74.0
35290,2023,12,4,1,18.168548387096777,19.096774193548388,24.00637,74.0
35291,2023,12,5,1,18.14193548387097,19.070967741935483,21.313,74.0
35292,2023,12,6,1,18.115322580645163,19.045161290322582,21.7526,74.0
35293,2023,12,7,1,18.088709677419356,19.019354838709678,18.0983,74.0
35294,2023,12,8,1,18.06209677419355,18.993548387096773,23.65298,74.0
35295,2023,12,9,1,18.03548387096774,18.967741935483872,20.65103,74.0
35296,2023,12,10,1,18.008870967741938,18.941935483870967,20.64797,74.0
35297,2023,12,11,1,17.98225806451613,18.916129032258063,16.58743,74.0
35298,2023,12,12,1,17.955645161290324,18.89032258064516,22.89602,74.0
35299,2023,12,13,1,17.929032258064517,18.864516129032257,18.92336,74.0
35300,2023,12,14,1,17.90241935483871,18.838709677419356,20.2057,74.0
35301,2023,12,15,1,17.875806451612906,18.81290322580645,17.78774,74.0
35302,2023,12,16,1,17.8491935483871,18.78709677419355,22.39712,74.0
35303,2023,12,17,1,17.822580645161292,18.761290322580646,19.53774,74.0
35304,2023,12,18,1,17.795967741935485,18.73548387096774,24.74374,74.0
35305,2023,12,19,1,17.769354838709678,18.70967741935484,26.92733,74.0
35306,2023,12,20,1,17.74274193548387,18.683870967741935,24.65585,74.0
35307,2023,12,21,1,17.716129032258067,18.65806451612903,27.12264,74.0
35308,2023,12,22,1,17.68951612903226,18.63225806451613,26.68447,74.0
35309,2023,12,23,1,17.662903225806453,18.606451612903225,30.538,74.0
35310,2023,12,24,1,17.636290322580646,18.580645161290324,25.59463,74.0
35311,2023,12,25,1,17.60967741935484,18.55483870967742,29.59072,74.0
35312,2023,12,26,1,17.583064516129035,18.529032258064515,25.2488,74.0
35313,2023,12,27,1,17.556451612903228,18.503225806451614,27.98123,74.0
35314,2023,12,28,1,17.52983870967742,18.47741935483871,24.6531,74.0
35315,2023,12,29,1,17.503225806451614,18.451612903225808,27.21365,74.0
35316,2023,12,30,1,17.476612903225806,18.425806451612903,23.62023,74.0
35317,2023,12,31,1,17.450000000000003,18.4,22.94836,74.0
35318,2023,24,1,1,17.423387096774196,18.374193548387098,24.2804,74.0
35319,2023,24,2,1,17.39677419354839,18.348387096774193,22.9464,74.0
35320,2023,24,3,1,17.37016129032258,18.322580645161292,22.8303,74.0
35321,2023,24,4,1,17.343548387096774,18.296774193548387,20.1799,74.0
35322,2023,24,5,1,17.316935483870967,18.270967741935483,23.96115,74.0
35323,2023,24,6,1,17.290322580645164,18.24516129032258,21.5881,74.0
35324,2023,24,7,1,17.263709677419357,18.219354838709677,21.735,74.0
35325,2023,24,8,1,17.23709677419355,18.193548387096776,19.24868,74.0
35326,2023,24,9,1,17.210483870967742,18.16774193548387,23.27603,74.0
35327,2023,24,10,1,17.183870967741935,18.141935483870967,20.86782,74.0
35328,2023,24,11,1,17.15725806451613,18.116129032258065,20.77102,74.0
35329,2023,24,12,1,17.130645161290325,18.09032258064516,17.19094,74.0
35330,2023,24,13,1,17.104032258064517,18.064516129032256,22.6304,74.0
35331,2023,24,14,1,17.07741935483871,18.038709677419355,19.52493,74.0
35332,2023,24,15,1,17.050806451612903,18.01290322580645,20.1515,74.0
35333,2023,24,16,1,17.024193548387096,17.98709677419355,18.06558,74.0
35334,2023,24,17,1,16.997580645161293,17.961290322580645,22.28237,74.0
35335,2023,24,18,1,16.970967741935485,17.935483870967744,19.48745,74.0
35336,2023,24,19,1,16.94435483870968,17.90967741935484,24.01266,74.0
35337,2023,24,20,1,16.91774193548387,17.883870967741935,25.87594,74.0
35338,2023,24,21,1,16.891129032258064,17.858064516129033,24.54196,74.0
35339,2023,24,22,1,16.86451612903226,17.83225806451613,26.36422,74.0
35340,2023,24,23,1,16.837903225806453,17.806451612903224,25.58096,74.0
35341,2023,24,24,1,16.811290322580646,17.780645161290323,28.78018,74.0
35342,2023,24,25,1,16.78467741935484,17.75483870967742,25.35244,74.0
35343,2023,24,26,1,16.758064516129032,17.729032258064517,28.45596,74.0
35344,2023,24,27,1,16.73145161290323,17.703225806451613,24.80398,74.0
35345,2023,24,28,1,16.70483870967742,17.677419354838708,26.76492,74.0
35346,2023,24,29,1,16.678225806451614,17.651612903225807,24.71804,74.0
35347,2023,24,30,1,16.651612903225807,17.625806451612902,26.26882,74.0
35348,2023,24,31,1,16.625,17.6,23.33395,74.0
35349,2023,36,1,1,16.598387096774196,17.574193548387097,22.5273,74.0
35350,2023,36,2,1,16.57177419354839,17.548387096774192,24.6523,74.0
35351,2023,36,3,1,16.545161290322582,17.52258064516129,23.92184,74.0
35352,2023,36,4,1,16.518548387096775,17.496774193548386,22.75814,74.0
35353,2023,36,5,1,16.491935483870968,17.470967741935485,21.6644,74.0
35354,2023,36,6,1,16.46532258064516,17.44516129032258,24.1976,74.0
35355,2023,36,7,1,16.438709677419354,17.419354838709676,22.84213,74.0
35356,2023,36,8,1,16.41209677419355,17.393548387096775,22.472,74.0
35357,2023,36,9,1,16.385483870967743,17.36774193548387,20.49935,74.0
35358,2023,36,10,1,16.358870967741936,17.34193548387097,23.62435,74.0
35359,2023,36,11,1,16.33225806451613,17.316129032258065,20.847,74.0
35360,2023,36,12,1,16.30564516129032,17.29032258064516,21.7725,74.0
35361,2023,36,13,1,16.279032258064518,17.26451612903226,19.77834,74.0
35362,2023,36,14,1,16.25241935483871,17.238709677419354,23.18264,74.0
35363,2023,36,15,1,16.225806451612904,17.21290322580645,20.30764,74.0
35364,2023,36,16,1,16.199193548387097,17.18709677419355,21.37936,74.0
35365,2023,36,17,1,16.17258064516129,17.161290322580644,20.55514,74.0
35366,2023,36,18,1,16.145967741935486,17.135483870967743,23.1313,74.0
35367,2023,36,19,1,16.11935483870968,17.10967741935484,21.46334,74.0
35368,2023,36,20,1,16.092741935483872,17.083870967741937,24.28927,74.0
35369,2023,36,21,1,16.066129032258065,17.058064516129033,26.1174,74.0
35370,2023,36,22,1,16.039516129032258,17.032258064516128,25.46505,74.0
35371,2023,36,23,1,16.012903225806454,17.006451612903227,27.1135,74.0
35372,2023,36,24,1,15.986290322580647,16.980645161290322,26.16165,74.0
35373,2023,36,25,1,15.95967741935484,16.954838709677418,29.62258,74.0
35374,2023,36,26,1,15.933064516129033,16.929032258064517,25.57766,74.0
35375,2023,36,27,1,15.906451612903226,16.903225806451612,29.13235,74.0
35376,2023,36,28,1,15.87983870967742,16.87741935483871,24.99764,74.0
35377,2023,36,29,1,15.853225806451613,16.851612903225806,27.26718,74.0
35378,2023,36,30,1,15.826612903225808,16.825806451612902,24.8707,74.0
35379,2023,36,31,1,15.8,16.8,26.5035,74.0
35380,2023,48,1,1,15.773387096774194,16.774193548387096,23.2889,74.0
35381,2023,48,2,1,15.746774193548388,16.748387096774195,22.67367,74.0
35382,2023,48,3,1,15.720161290322581,16.72258064516129,24.54672,74.0
35383,2023,48,4,1,15.693548387096776,16.696774193548386,24.09554,74.0
35384,2023,48,5,1,15.666935483870969,16.670967741935485,23.19094,74.0
35385,2023,48,6,1,15.640322580645162,16.64516129032258,22.38235,74.0
35386,2023,48,7,1,15.613709677419354,16.619354838709675,24.22415,74.0
35387,2023,48,8,1,15.587096774193549,16.593548387096774,22.5347,74.0
35388,2023,48,9,1,15.560483870967742,16.56774193548387,23.02426,74.0
35389,2023,48,10,1,15.533870967741937,16.54193548387097,21.42465,74.0
35390,2023,48,11,1,15.50725806451613,16.516129032258064,24.1473,74.0
35391,2023,48,12,1,15.480645161290322,16.490322580645163,22.03402,74.0
35392,2023,48,13,1,15.454032258064517,16.46451612903226,22.4335,74.0
35393,2023,48,14,1,15.42741935483871,16.438709677419354,20.26553,74.0
35394,2023,48,15,1,15.400806451612905,16.412903225806453,23.63857,74.0
35395,2023,48,16,1,15.374193548387098,16.387096774193548,21.1952,74.0
35396,2023,48,17,1,15.34758064516129,16.361290322580643,22.56262,74.0
35397,2023,48,18,1,15.320967741935485,16.335483870967742,21.79504,74.0
35398,2023,48,19,1,15.294354838709678,16.309677419354838,23.58996,74.0
35399,2023,48,20,1,15.267741935483873,16.283870967741937,22.28723,74.0
35400,2023,48,21,1,15.241129032258065,16.258064516129032,26.05892,74.0
35401,2023,48,22,1,15.214516129032258,16.23225806451613,31.67507,74.0
35402,2023,48,23,1,15.187903225806451,16.206451612903226,31.449,74.0
35403,2023,48,24,1,15.161290322580646,16.18064516129032,31.41738,74.0
35404,2023,48,25,1,15.134677419354839,16.15483870967742,30.73257,74.0
35405,2023,48,26,1,15.108064516129033,16.129032258064516,30.70498,74.0
35406,2023,48,27,1,15.081451612903226,16.10322580645161,30.60415,74.0
35407,2023,48,28,1,15.05483870967742,16.07741935483871,30.538,74.0
35408,2023,48,29,1,15.028225806451614,16.051612903225806,30.49148,74.0
35409,2023,48,30,1,15.001612903225807,16.025806451612905,30.36202,74.0
35410,2023,48,31,1,14.975000000000001,16.0,30.32272,74.0
35411,2023,60,1,1,14.948387096774194,15.974193548387097,30.2825,74.0
35412,2023,60,2,1,14.921774193548387,15.948387096774194,30.22726,74.0
35413,2023,60,3,1,14.89516129032258,15.92258064516129,30.22115,74.0
35414,2023,60,4,1,14.868548387096775,15.896774193548387,30.15212,74.0
35415,2023,60,5,1,14.84193548387097,15.870967741935484,30.11062,74.0
35416,2023,60,6,1,14.815322580645162,15.84516129032258,30.06637,74.0
35417,2023,60,7,1,14.788709677419355,15.819354838709678,30.0392,74.0
35418,2023,60,8,1,14.762096774193548,15.793548387096774,29.90035,74.0
35419,2023,60,9,1,14.735483870967743,15.76774193548387,29.89248,74.0
35420,2023,60,10,1,14.708870967741936,15.741935483870968,29.82998,74.0
35421,2023,60,11,1,14.68225806451613,15.716129032258063,29.74368,74.0
35422,2023,60,12,1,14.655645161290323,15.690322580645162,29.70962,74.0
35423,2023,60,13,1,14.629032258064516,15.664516129032258,29.64565,74.0
35424,2023,60,14,1,14.602419354838709,15.638709677419355,29.6257,74.0
35425,2023,60,15,1,14.575806451612904,15.612903225806452,29.62258,74.0
35426,2023,60,16,1,14.549193548387098,15.587096774193547,29.60806,74.0
35427,2023,60,17,1,14.522580645161291,15.561290322580646,29.59072,74.0
35428,2023,60,18,1,14.495967741935484,15.535483870967742,29.48367,74.0
35429,2023,60,19,1,14.469354838709677,15.509677419354839,29.4369,74.0
35430,2023,60,20,1,14.442741935483872,15.483870967741936,29.24404,74.0
35431,2023,60,21,1,14.416129032258066,15.458064516129031,29.2065,74.0
35432,2023,60,22,1,14.389516129032259,15.43225806451613,29.18875,74.0
35433,2023,60,23,1,14.362903225806452,15.406451612903226,29.14962,74.0
35434,2023,60,24,1,14.336290322580645,15.380645161290323,29.13235,74.0
35435,2023,60,25,1,14.30967741935484,15.35483870967742,28.99062,74.0
35436,2023,60,26,1,14.283064516129032,15.329032258064515,28.89138,74.0
35437,2023,60,27,1,14.256451612903227,15.303225806451614,28.8152,74.0
35438,2023,60,28,1,14.22983870967742,15.27741935483871,28.78018,74.0
35439,2023,60,29,1,14.203225806451613,15.251612903225807,28.74978,74.0
35440,2023,60,30,1,14.176612903225806,15.225806451612904,28.7136,74.0
35441,2023,60,31,1,14.15,15.2,28.70864,74.0
35442,2023,72,1,1,14.123387096774195,15.174193548387096,28.6995,74.0
35443,2023,72,2,1,14.096774193548388,15.148387096774194,28.6863,74.0
35444,2023,72,3,1,14.07016129032258,15.12258064516129,28.66946,74.0
35445,2023,72,4,1,14.043548387096774,15.096774193548388,28.66836,74.0
35446,2023,72,5,1,14.016935483870968,15.070967741935483,28.65212,74.0
35447,2023,72,6,1,13.990322580645161,15.04516129032258,28.64053,74.0
35448,2023,72,7,1,13.963709677419356,15.019354838709678,28.54067,74.0
35449,2023,72,8,1,13.937096774193549,14.993548387096773,28.53195,74.0
35450,2023,72,9,1,13.910483870967742,14.967741935483872,28.48318,74.0
35451,2023,72,10,1,13.883870967741935,14.941935483870967,28.47976,74.0
35452,2023,72,11,1,13.85725806451613,14.916129032258064,28.45596,74.0
35453,2023,72,12,1,13.830645161290324,14.890322580645162,28.42422,74.0
35454,2023,72,13,1,13.804032258064517,14.864516129032257,28.36398,74.0
35455,2023,72,14,1,13.77741935483871,14.838709677419356,28.3022,74.0
35456,2023,72,15,1,13.750806451612902,14.812903225806451,28.29757,74.0
35457,2023,72,16,1,13.724193548387097,14.787096774193548,28.29293,74.0
35458,2023,72,17,1,13.697580645161292,14.761290322580646,28.29025,74.0
35459,2023,72,18,1,13.670967741935485,14.735483870967741,28.27664,74.0
35460,2023,72,19,1,13.644354838709678,14.70967741935484,28.2687,74.0
35461,2023,72,20,1,13.61774193548387,14.683870967741935,28.1868,74.0
35462,2023,72,21,1,13.591129032258065,14.658064516129032,28.1824,74.0
35463,2023,72,22,1,13.564516129032258,14.63225806451613,28.1605,74.0
35464,2023,72,23,1,13.537903225806453,14.606451612903225,28.15164,74.0
35465,2023,72,24,1,13.511290322580646,14.580645161290324,28.14474,74.0
35466,2023,72,26,1,13.484677419354838,14.55483870967742,28.1335,74.0
35467,2023,72,27,1,13.458064516129031,14.529032258064516,28.1136,74.0
35468,2023,72,28,1,13.431451612903226,14.503225806451614,28.08718,74.0
35469,2023,72,29,1,13.40483870967742,14.477419354838709,28.0859,74.0
35470,2023,72,30,1,13.378225806451614,14.451612903225806,28.06704,74.0
35471,2023,72,31,1,13.351612903225806,14.425806451612903,27.98477,74.0
35472,2023,84,1,1,13.325,14.4,27.98123,74.0
35473,2023,84,2,1,13.298387096774194,14.374193548387098,27.92764,74.0
35474,2023,84,3,1,13.271774193548389,14.348387096774193,27.9109,74.0
35475,2023,84,4,1,13.245161290322581,14.32258064516129,27.85037,74.0
35476,2023,84,5,1,13.218548387096774,14.296774193548387,27.50598792,74.0
35477,2023,84,6,1,13.191935483870967,14.270967741935483,27.46314581,74.0
35478,2023,84,7,1,13.165322580645162,14.245161290322581,27.42030369,74.0
35479,2023,84,8,1,13.138709677419355,14.219354838709677,27.37746157,74.0
35480,2023,84,9,1,13.11209677419355,14.193548387096774,22.65096,74.0
35481,2023,84,10,1,13.085483870967742,14.167741935483871,24.50253,74.0
35482,2023,84,11,1,13.058870967741935,14.141935483870967,23.40292,74.0
35483,2023,84,12,1,13.032258064516128,14.116129032258065,26.46945,74.0
35484,2023,84,13,1,13.005645161290323,14.09032258064516,28.36398,74.0
35485,2023,84,14,1,12.979032258064517,14.064516129032258,26.54952,74.0
35486,2023,84,15,1,12.95241935483871,14.038709677419355,28.53195,74.0
35487,2023,84,16,1,12.925806451612903,14.01290322580645,29.48367,74.0
35488,2023,84,17,1,12.899193548387096,13.98709677419355,31.67507,74.0
35489,2023,84,18,1,12.87258064516129,13.961290322580645,27.1282,74.0
35490,2023,84,19,1,12.845967741935484,13.935483870967742,30.11062,74.0
35491,2023,84,20,1,12.819354838709678,13.90967741935484,27.24288,74.0
35492,2023,84,21,1,12.792741935483871,13.883870967741935,29.6257,74.0
35493,2023,84,22,1,12.766129032258064,13.858064516129033,26.14523,74.0
35494,2023,84,23,1,12.739516129032257,13.832258064516129,28.7136,74.0
35495,2023,84,24,1,12.712903225806452,13.806451612903226,24.7604,74.0
35496,2023,84,25,1,12.686290322580646,13.780645161290323,25.41665,74.0
35497,2023,84,26,1,12.65967741935484,13.754838709677419,25.3444,74.0
35498,2023,84,27,1,12.633064516129032,13.729032258064517,26.13103493,74.0
35499,2023,84,28,1,12.606451612903225,13.703225806451613,26.13483652,74.0
35500,2023,84,29,1,12.57983870967742,13.67741935483871,26.13863812,74.0
35501,2023,84,30,1,12.553225806451614,13.651612903225807,26.14243972,74.0
35502,2023,84,31,1,12.526612903225807,13.625806451612902,26.14624132,74.0
35503,2023,0,1,2,12.5,13.6,15.0,74.0
35504,2023,0,2,2,13.0,18.4,26.0,74.0
35505,2023,0,3,2,16.1,18.2,21.4,74.0
35506,2023,0,4,2,13.8,16.4,20.0,74.0
35507,2023,0,5,2,16.9,18.2,20.2,74.0
35508,2023,0,6,2,17.9,18.6,19.8,74.0
35509,2023,0,7,2,15.6,18.0,21.6,74.0
35510,2023,0,8,2,17.3,18.2,19.6,74.0
35511,2023,0,9,2,16.7,18.0,20.0,74.0
35512,2023,0,10,2,13.3,16.4,20.6,74.0
35513,2023,0,11,2,8.7,13.6,19.0,74.0
35514,2023,0,12,2,12.3,14.8,18.0,74.0
35515,2023,0,13,2,7.6,16.0,25.6,74.0
35516,2023,0,14,2,12.5,15.6,19.6,74.0
35517,2023,0,15,2,11.7,15.2,19.6,74.0
35518,2023,0,16,2,11.4,15.0,19.4,74.0
35519,2023,0,17,2,13.4,16.2,20.0,74.0
35520,2023,0,18,2,14.5,17.4,21.6,74.0
35521,2023,0,19,2,14.0,16.6,20.2,74.0
35522,2023,0,20,2,20.7,21.4,22.8,74.0
35523,2023,0,21,2,18.8,19.6,21.0,74.0
35524,2023,0,22,2,17.0,18.6,21.2,74.0
35525,2023,0,23,2,16.0,17.6,20.0,74.0
35526,2023,0,24,2,16.9,18.4,20.8,74.0
35527,2023,0,25,2,10.6,15.4,21.2,74.0
35528,2023,0,26,2,14.1,16.6,20.0,74.0
35529,2023,0,27,2,14.9,17.4,21.0,74.0
35530,2023,0,28,2,13.4,16.6,21.0,74.0
35531,2023,12,1,2,15.2,19.0,24.8,74.0
35532,2023,12,2,2,12.7,18.2,25.8,74.0
35533,2023,12,3,2,14.0,17.4,22.2,74.0
35534,2023,12,4,2,15.0,17.2,20.4,74.0
35535,2023,12,5,2,16.4,17.8,20.0,74.0
35536,2023,12,7,2,14.5,16.6,19.6,74.0
35537,2023,12,8,2,17.3,18.4,20.2,74.0
35538,2023,12,9,2,15.6,17.6,20.6,74.0
35539,2023,12,10,2,16.4,18.0,20.4,74.0
35540,2023,12,11,2,11.6,15.0,19.2,74.0
35541,2023,12,12,2,12.6,15.4,19.0,74.0
35542,2023,12,13,2,9.2,16.6,25.6,74.0
35543,2023,12,14,2,8.9,15.0,22.0,74.0
35544,2023,12,15,2,13.4,16.6,21.0,74.0
35545,2023,12,16,2,10.2,15.2,21.2,74.0
35546,2023,12,17,2,13.1,16.4,20.8,74.0
35547,2023,12,18,2,12.7,16.2,20.8,74.0
35548,2023,12,19,2,12.9,16.2,20.6,74.0
35549,2023,12,20,2,19.8,20.8,22.6,74.0
35550,2023,12,21,2,17.0,18.4,20.6,74.0
35551,2023,12,22,2,18.7,20.0,22.2,74.0
35552,2023,12,23,2,16.4,17.8,20.0,74.0
35553,2023,12,24,2,17.1,19.0,22.0,74.0
35554,2023,12,25,2,10.5,16.4,23.8,74.0
35555,2023,12,26,2,14.6,17.4,21.4,74.0
35556,2023,12,27,2,16.2,18.4,21.8,74.0
35557,2023,12,28,2,13.8,17.0,21.4,74.0
35558,2023,24,1,2,12.2,18.4,27.0,74.0
35559,2023,24,2,2,13.6,20.6,31.2,74.0
35560,2023,24,3,2,13.6,20.8,31.8,74.0
35561,2023,24,4,2,12.9,20.4,31.6,74.0
35562,2023,24,5,2,12.9,20.4,31.6,74.0
35563,2023,24,6,2,12.9,19.4,28.8,74.0
35564,2023,24,7,2,11.8,19.6,30.6,74.0
35565,2023,24,8,2,15.0,21.2,31.2,74.0
35566,2023,24,9,2,12.8,21.2,34.0,74.0
35567,2023,24,10,2,15.2,21.6,32.0,74.0
35568,2023,24,11,2,12.2,20.4,32.4,74.0
35569,2023,24,12,2,12.4,20.0,31.0,74.0
35570,2023,24,13,2,8.3,19.4,33.6,74.0
35571,2023,24,14,2,6.4,19.0,34.2,74.0
35572,2023,24,15,2,9.4,19.6,33.2,74.0
35573,2023,24,16,2,8.6,20.0,35.0,74.0
35574,2023,24,17,2,9.7,20.6,35.6,74.0
35575,2023,24,18,2,7.4,19.6,35.0,74.0
35576,2023,24,19,2,7.7,20.0,35.8,74.0
35577,2023,24,20,2,22.8,25.4,31.2,74.0
35578,2023,24,21,2,18.7,23.4,32.2,74.0
35579,2023,24,22,2,18.1,22.4,30.2,74.0
35580,2023,24,23,2,9.7,20.0,34.0,74.0
35581,2023,24,24,2,8.6,20.0,35.0,74.0
35582,2023,24,25,2,10.7,20.4,34.0,74.0
35583,2023,24,26,2,16.1,22.4,33.2,74.0
35584,2023,24,27,2,15.2,22.0,33.2,74.0
35585,2023,24,28,2,13.9,21.2,32.6,74.0
35586,2023,36,1,2,15.8,22.4,33.6,74.0
35587,2023,36,2,2,14.9,22.2,34.2,74.0
35588,2023,36,3,2,13.3,21.0,32.8,74.0
35589,2023,36,4,2,15.8,22.0,32.4,74.0
35590,2023,36,5,2,16.5,22.2,32.0,74.0
35591,2023,36,6,2,14.8,21.2,31.4,74.0
35592,2023,36,7,2,14.1,20.8,31.2,74.0
35593,2023,36,8,2,19.1,24.0,33.4,74.0
35594,2023,36,9,2,16.2,22.6,33.6,74.0
35595,2023,36,10,2,17.8,23.2,33.0,74.0
35596,2023,36,11,2,14.5,21.4,32.4,74.0
35597,2023,36,12,2,18.1,24.0,35.0,74.0
35598,2023,36,13,2,11.9,21.4,35.6,74.0
35599,2023,36,14,2,11.9,21.0,34.4,74.0
35600,2023,36,15,2,11.3,20.4,33.4,74.0
35601,2023,36,16,2,12.0,21.6,36.0,74.0
35602,2023,36,17,2,16.4,23.2,35.2,74.0
35603,2023,36,18,2,10.0,21.2,37.0,74.0
35604,2023,36,19,2,13.9,21.6,33.8,74.0
35605,2023,36,20,2,20.8,24.4,31.8,74.0
35606,2023,36,21,2,17.8,23.4,33.6,74.0
35607,2023,36,22,2,21.1,24.4,31.2,74.0
35608,2023,36,23,2,14.6,21.6,32.8,74.0
35609,2023,36,24,2,15.1,22.4,34.6,74.0
35610,2023,36,25,2,14.8,22.4,35.0,74.0
35611,2023,36,26,2,12.6,21.4,34.8,74.0
35612,2023,36,27,2,12.6,21.2,34.2,74.0
35613,2023,36,28,2,16.3,22.6,33.4,74.0
35614,2023,48,1,2,18.4,22.6,30.2,74.0
35615,2023,48,2,2,16.8,21.6,29.8,74.0
35616,2023,48,3,2,13.2,19.6,29.0,74.0
35617,2023,48,4,2,14.6,20.6,30.0,74.0
35618,2023,48,5,2,12.7,20.2,31.2,74.0
35619,2023,48,6,2,12.9,19.6,29.4,74.0
35620,2023,48,7,2,12.9,19.4,28.8,74.0
35621,2023,48,8,2,13.7,20.4,30.6,74.0
35622,2023,48,9,2,13.1,20.2,30.8,74.0
35623,2023,48,10,2,14.1,20.6,30.6,74.0
35624,2023,48,11,2,13.6,20.0,29.6,74.0
35625,2023,48,12,2,16.1,22.2,32.6,74.0
35626,2023,48,13,2,11.4,19.8,31.6,74.0
35627,2023,48,14,2,12.7,20.2,31.2,74.0
35628,2023,48,15,2,9.9,19.2,31.6,74.0
35629,2023,48,16,2,11.1,20.2,33.0,74.0
35630,2023,48,17,2,11.1,20.6,34.2,74.0
35631,2023,48,18,2,10.2,20.0,33.4,74.0
35632,2023,48,19,2,13.1,20.8,32.4,74.0
35633,2023,48,20,2,20.3,23.4,29.4,74.0
35634,2023,48,21,2,16.6,22.0,31.2,74.0
35635,2023,48,22,2,19.3,22.8,29.4,74.0
35636,2023,48,23,2,13.8,21.0,32.2,74.0
35637,2023,48,24,2,14.3,21.4,32.8,74.0
35638,2023,48,25,2,9.7,19.6,32.8,74.0
35639,2023,48,26,2,13.6,21.2,33.0,74.0
35640,2023,48,27,2,10.7,19.8,32.4,74.0
35641,2023,48,28,2,16.4,22.0,31.6,74.0
35642,2023,60,1,2,20.1,22.4,26.8,74.0
35643,2023,60,2,2,14.9,20.2,28.4,74.0
35644,2023,60,3,2,13.0,18.6,26.6,74.0
35645,2023,60,4,2,17.7,21.0,26.6,74.0
35646,2023,60,5,2,21.0,22.6,25.8,74.0
35647,2023,60,6,2,10.4,17.8,27.4,74.0
35648,2023,60,7,2,19.3,21.4,25.2,74.0
35649,2023,60,8,2,17.0,21.0,27.8,74.0
35650,2023,60,9,2,14.2,19.4,27.2,74.0
35651,2023,60,10,2,12.3,18.6,27.4,74.0
35652,2023,60,11,2,10.7,17.6,26.6,74.0
35653,2023,60,12,2,14.3,19.0,26.0,74.0
35654,2023,60,13,2,10.9,18.8,29.4,74.0
35655,2023,60,14,2,8.6,17.2,27.6,74.0
35656,2023,60,15,2,15.8,20.4,27.8,74.0
35657,2023,60,16,2,10.1,19.0,30.8,74.0
35658,2023,60,17,2,14.2,20.4,30.0,74.0
35659,2023,60,18,2,15.2,20.4,28.6,74.0
35660,2023,60,19,2,10.0,17.4,26.8,74.0
35661,2023,60,20,2,19.5,22.0,26.6,74.0
35662,2023,60,21,2,14.5,19.6,27.4,74.0
35663,2023,60,22,2,19.4,21.6,25.6,74.0
35664,2023,60,23,2,17.7,21.4,27.8,74.0
35665,2023,60,24,2,9.3,18.6,30.6,74.0
35666,2023,60,25,2,16.7,21.0,28.2,74.0
35667,2023,60,26,2,16.1,21.0,29.0,74.0
35668,2023,60,27,2,15.1,19.6,26.6,74.0
35669,2023,60,28,2,16.1,20.0,26.2,74.0
35670,2023,72,1,2,16.0,20.6,28.0,74.0
35671,2023,72,2,2,16.8,19.8,24.6,74.0
35672,2023,72,3,2,13.9,17.6,22.8,74.0
35673,2023,72,4,2,17.3,19.4,22.8,74.0
35674,2023,72,5,2,17.4,19.4,22.6,74.0
35675,2023,72,6,2,12.4,17.0,23.2,74.0
35676,2023,72,7,2,18.4,19.8,22.2,74.0
35677,2023,72,8,2,17.6,19.8,23.4,74.0
35678,2023,72,9,2,14.4,18.0,23.2,74.0
35679,2023,72,10,2,14.7,18.0,22.8,74.0
35680,2023,72,11,2,11.3,15.6,21.0,74.0
35681,2023,72,12,2,8.8,16.8,26.4,74.0
35682,2023,72,13,2,14.9,18.4,23.6,74.0
